name,firm,source_url,source_type,reason
Victoria Braden,Braden Benefits,https://directory.healthrosetta.org/directory/victoria_braden,health_rosetta_directory,Listed as Health Rosetta certified advisor at Braden Benefits (eponymous firm)
John Bradley,Southern Benefit Systems,https://directory.healthrosetta.org/directory/john_bradley,health_rosetta_directory,Listed as Health Rosetta certified advisor at Southern Benefit Systems
Rhett Bray,BeaconPath,https://directory.healthrosetta.org/directory/rhett_bray,health_rosetta_directory,Listed as Health Rosetta certified advisor at BeaconPath
Molly Breitenbach,Candid Health Advisors,https://directory.healthrosetta.org/directory/molly_breitenbach_2,health_rosetta_directory,Listed as Health Rosetta certified advisor at Candid Health Advisors
Dawn Brinson,Brinson Benefits,https://directory.healthrosetta.org/directory/dawn_brinson,health_rosetta_directory,Listed as Health Rosetta certified advisor at Brinson Benefits (eponymous firm)
Will Brown,Solutionpoint Consulting LLC dba The Benefits Group,https://directory.healthrosetta.org/directory/william_brown,health_rosetta_directory,Listed as Health Rosetta certified advisor at The Benefits Group (Solutionpoint Consulting)
Jonathan Bushman,Primed Healthcare LLC,https://directory.healthrosetta.org/directory/jonathan_bushman,health_rosetta_directory,Listed as Health Rosetta certified advisor at Primed Healthcare LLC
Josh Butler,Butler Benefits & Consulting,https://directory.healthrosetta.org/directory/josh_butler,health_rosetta_directory,Listed as Health Rosetta certified advisor at Butler Benefits & Consulting (eponymous firm)
Blake Campos,Avante Benefits,https://directory.healthrosetta.org/directory/blake_campos,health_rosetta_directory,Listed as Health Rosetta certified advisor at Avante Benefits
Niko Caparisos,Prosperity Benefits,https://directory.healthrosetta.org/directory/niko_caparisos,health_rosetta_directory,Listed as Health Rosetta certified advisor at Prosperity Benefits
Armando Castro,SullivanCurtisMonroe,https://directory.healthrosetta.org/directory/armando__castro,health_rosetta_directory,Listed as Health Rosetta certified advisor at SullivanCurtisMonroe
Jon Chaney,Benefits Inc.,https://directory.healthrosetta.org/directory/jon_chaney,health_rosetta_directory,Listed as Health Rosetta certified advisor at Benefits Inc.
Steve Clark,Ohio Health Benefits,https://directory.healthrosetta.org/directory/steven_clark,health_rosetta_directory,Listed as Health Rosetta certified advisor at Ohio Health Benefits
Matthew Cole,Michigan Planners,https://directory.healthrosetta.org/directory/matthew_cole,health_rosetta_directory,Listed as Health Rosetta certified advisor at Michigan Planners
Chris Connell,Your Life Agency,https://directory.healthrosetta.org/directory/christopher_connell,health_rosetta_directory,Listed as Health Rosetta certified advisor at Your Life Agency
Ben Conner,Conner Insurance,https://directory.healthrosetta.org/directory/ben_conner,health_rosetta_directory,Listed as Health Rosetta certified advisor at Conner Insurance (eponymous family firm)
David Contorno,E Powered Benefits,https://directory.healthrosetta.org/directory/david_contorno,health_rosetta_directory,Listed as Health Rosetta certified advisor at E Powered Benefits
David Cook,Financial Partners,https://directory.healthrosetta.org/directory/david_cook_2,health_rosetta_directory,Listed as Health Rosetta certified advisor at Financial Partners
Ryan Cox,Sure Life Insurance,https://directory.healthrosetta.org/directory/ryan_cox,health_rosetta_directory,Listed as Health Rosetta certified advisor at Sure Life Insurance
Alex Dampf,Oakmont Benefits,https://directory.healthrosetta.org/directory/alex_dampf,health_rosetta_directory,Listed as Health Rosetta certified advisor at Oakmont Benefits
Stephen Daniel,Insurance Office of America (IOAUSA),https://directory.healthrosetta.org/directory/stephen_daniel,health_rosetta_directory,Listed as Health Rosetta certified advisor at Insurance Office of America
Paul Dannegger,HR & Benefit Solutions,https://directory.healthrosetta.org/directory/paul_dannegger,health_rosetta_directory,Listed as Health Rosetta certified advisor at HR & Benefit Solutions
Jonathan Davis,"Foundation Benefits, LLC",https://directory.healthrosetta.org/directory/jonathan_davis,health_rosetta_directory,"Listed as Health Rosetta certified advisor at Foundation Benefits, LLC"
Joe Deacon III,Deacon & Deacon Insurance & Benefits Consulting,https://directory.healthrosetta.org/directory/joseph_deacon_iii,health_rosetta_directory,Listed as Health Rosetta certified advisor at Deacon & Deacon (eponymous family firm)
Allison De Paoli,Altiqe,https://directory.healthrosetta.org/directory/allison_de_paoli,health_rosetta_directory,Listed as Health Rosetta certified advisor at Altiqe
Tom DiLiegro,"Vero Advising, LLC",https://directory.healthrosetta.org/directory/thomas_diliegro,health_rosetta_directory,"Listed as Health Rosetta certified advisor at Vero Advising, LLC"
Tim Doherty,Pinnacle HR Solutions,https://directory.healthrosetta.org/directory/tim_doherty,health_rosetta_directory,Listed as Health Rosetta certified advisor at Pinnacle HR Solutions
Tom Dorywalski,Taylor Insurance Services,https://directory.healthrosetta.org/directory/thomas_dorywalski,health_rosetta_directory,Listed as Health Rosetta certified advisor at Taylor Insurance Services
Angie Drake,Benefits Inc.,https://directory.healthrosetta.org/directory/angie_drake,health_rosetta_directory,Listed as Health Rosetta certified advisor at Benefits Inc.
Eric Dreyfus,Sympl Benefits,https://directory.healthrosetta.org/directory/eric_dreyfus,health_rosetta_directory,Listed as Health Rosetta certified advisor at Sympl Benefits
Shannon Dyson,Shoemaker Insurance Solutions,https://directory.healthrosetta.org/directory/michael_(shannon)_dyson,health_rosetta_directory,Listed as Health Rosetta certified advisor at Shoemaker Insurance Solutions
Jeff Evans,"UR Risk, LLC",https://directory.healthrosetta.org/directory/jeffrey_evans,health_rosetta_directory,"Listed as Health Rosetta certified advisor at UR Risk, LLC"
MaryCarol Evans,SolV Independent Insurance Associates,https://directory.healthrosetta.org/directory/marycarol_evans,health_rosetta_directory,Listed as Health Rosetta certified advisor at SolV Independent Insurance Associates
Mindy Farnsley,Preferred Benefit Administrators,https://directory.healthrosetta.org/directory/mindy_farnsley,health_rosetta_directory,Listed as Health Rosetta certified advisor at Preferred Benefit Administrators
Jennii Fielding,Alpine Peak Benefits,https://directory.healthrosetta.org/directory/jen_fielding,health_rosetta_directory,Listed as Health Rosetta certified advisor at Alpine Peak Benefits
Robin Flaherty,Benefit Link,https://directory.healthrosetta.org/directory/robin_flaherty,health_rosetta_directory,Listed as Health Rosetta certified advisor at Benefit Link
Kelly Fristoe,Financial Partners,https://directory.healthrosetta.org/directory/kelly_fristoe,health_rosetta_directory,Listed as Health Rosetta certified advisor at Financial Partners
Nancy Giacolone,Olympic Crest Insurance,https://directory.healthrosetta.org/directory/nancy_giacolone,health_rosetta_directory,Listed as Health Rosetta certified advisor at Olympic Crest Insurance
Tony Goebel,5G Benefits,https://directory.healthrosetta.org/directory/tony_goebel,health_rosetta_directory,Listed as Health Rosetta certified advisor at 5G Benefits
Gary Goodhile,Edge Benefit Partners,https://directory.healthrosetta.org/directory/gary_goodhile,health_rosetta_directory,Listed as Health Rosetta certified advisor at Edge Benefit Partners
Carolyn Grant,RosenSure,https://directory.healthrosetta.org/directory/carolyn_grant,health_rosetta_directory,Listed as Health Rosetta certified advisor at RosenSure
Spencer Gravenkamp,Commonwealth Insurance Partners,https://directory.healthrosetta.org/directory/spencer_gravenkamp,health_rosetta_directory,Listed as Health Rosetta certified advisor at Commonwealth Insurance Partners
Colin Green,Shoemaker Insurance Solutions,https://directory.healthrosetta.org/directory/colin_green,health_rosetta_directory,Listed as Health Rosetta certified advisor at Shoemaker Insurance Solutions
Cristy Gupton,Custom Benefits Solutions,https://directory.healthrosetta.org/directory/crystal_gupton,health_rosetta_directory,Listed as Health Rosetta certified advisor at Custom Benefits Solutions
Ash Hachmeister,beni.fit,https://directory.healthrosetta.org/directory/ash_hachmeister,health_rosetta_directory,Listed as Health Rosetta certified advisor at beni.fit
Joey Hall,Remedy Advisors,https://directory.healthrosetta.org/directory/joseph_hall,health_rosetta_directory,Listed as Health Rosetta certified advisor at Remedy Advisors
Christa Hallett,Pinnacle HR Solutions,https://directory.healthrosetta.org/directory/christa_hallett,health_rosetta_directory,Listed as Health Rosetta certified advisor at Pinnacle HR Solutions
Ricki Hancart,Conner Insurance,https://directory.healthrosetta.org/directory/ricki_hancart,health_rosetta_directory,Listed as Health Rosetta certified advisor at Conner Insurance
Michael Hand,BXLA,https://directory.healthrosetta.org/directory/michael_hand,health_rosetta_directory,Listed as Health Rosetta certified advisor at BXLA
Paul Hardin,"Moulton & Hardin, Inc.",https://directory.healthrosetta.org/directory/paul_hardin,health_rosetta_directory,"Listed as Health Rosetta certified advisor at Moulton & Hardin, Inc. (eponymous firm)"
Jentry Harris,The Mahoney Group,https://directory.healthrosetta.org/directory/jentry_harris,health_rosetta_directory,Listed as Health Rosetta certified advisor at The Mahoney Group
Rachel Hawkins,Angler Insurance,https://directory.healthrosetta.org/directory/rachel_hawkins,health_rosetta_directory,Listed as Health Rosetta certified advisor at Angler Insurance
Christina Heckathorn,Employee Benefit Associates,https://directory.healthrosetta.org/directory/christina_heckathorn,health_rosetta_directory,Listed as Health Rosetta certified advisor at Employee Benefit Associates
Bryce Heinbaugh,IEN Risk Management,https://directory.healthrosetta.org/directory/bryce_heinbaugh,health_rosetta_directory,Listed as Health Rosetta certified advisor at IEN Risk Management
Myron Hobbs,"Myron K. Hobbs and Company, LLC.",https://directory.healthrosetta.org/directory/myron_hobbs,health_rosetta_directory,"Listed as Health Rosetta certified advisor at Myron K. Hobbs and Company (eponymous firm)"
Greg Hofmann,Advantage Benefits Group,https://directory.healthrosetta.org/directory/greg_hofmann,health_rosetta_directory,Listed as Health Rosetta certified advisor at Advantage Benefits Group
Mark Holland,CoVerica,https://directory.healthrosetta.org/directory/mark_holland,health_rosetta_directory,Listed as Health Rosetta certified advisor at CoVerica
Tammera Hollerich,IBT Consulting,https://directory.healthrosetta.org/directory/tammera_hollerich,health_rosetta_directory,Listed as Health Rosetta certified advisor at IBT Consulting
Nate Houghton,Medela Advisory Group,https://directory.healthrosetta.org/directory/nathan_houghton_2,health_rosetta_directory,Listed as Health Rosetta certified advisor at Medela Advisory Group
Corry Hull,BHC Insurance,https://directory.healthrosetta.org/directory/corry_hull,health_rosetta_directory,Listed as Health Rosetta certified advisor at BHC Insurance
Greg Humkey,Employee Benefit Associates,https://directory.healthrosetta.org/directory/greg_humkey,health_rosetta_directory,Listed as Health Rosetta certified advisor at Employee Benefit Associates
Josh Hyman,Southern Benefit Systems,https://directory.healthrosetta.org/directory/josh_hyman,health_rosetta_directory,Listed as Health Rosetta certified advisor at Southern Benefit Systems
Chad Jackovich,Pure Benefits of Michigan,https://directory.healthrosetta.org/directory/chad_jackovich,health_rosetta_directory,Listed as Health Rosetta certified advisor at Pure Benefits of Michigan
David Johnson,Commercial Insurance Associates,https://directory.healthrosetta.org/directory/david_johnson,health_rosetta_directory,Listed as Health Rosetta certified advisor at Commercial Insurance Associates
Brian Kauffman,IEN Risk Management,https://directory.healthrosetta.org/directory/brian_kauffman,health_rosetta_directory,Listed as Health Rosetta certified advisor at IEN Risk Management
Barbara Kelly,InsureOne Insurance Services,https://directory.healthrosetta.org/directory/barbara_kelly,health_rosetta_directory,Listed as Health Rosetta certified advisor at InsureOne Insurance Services
Christina King,C&A Benefits Group,https://directory.healthrosetta.org/directory/christina_king,health_rosetta_directory,Listed as Health Rosetta certified advisor at C&A Benefits Group
Cara Kirsch,The Kirsch Group,https://directory.healthrosetta.org/directory/cara_kirsch,health_rosetta_directory,Listed as Health Rosetta certified advisor at The Kirsch Group (eponymous firm)
Ray Kober,Benefixa,https://directory.healthrosetta.org/directory/ray_kober,health_rosetta_directory,Listed as Health Rosetta certified advisor at Benefixa
Ray Korson,Gibson,https://directory.healthrosetta.org/directory/ray_korson,health_rosetta_directory,Listed as Health Rosetta certified advisor at Gibson
Corey Koskie,Elevate Advisor Group,https://directory.healthrosetta.org/directory/corey_koskie,health_rosetta_directory,Listed as Health Rosetta certified advisor at Elevate Advisor Group
Mike Kroupa,Connor & Gallagher One Source,https://directory.healthrosetta.org/directory/michael_kroupa,health_rosetta_directory,Listed as Health Rosetta certified advisor at Connor & Gallagher One Source
Michael Lank,The Lank Group,https://directory.healthrosetta.org/directory/michael_lank,health_rosetta_directory,Listed as Health Rosetta certified advisor at The Lank Group (eponymous firm)
Tom Laster,Merit Benefits SW,https://directory.healthrosetta.org/directory/thomas_laster,health_rosetta_directory,Listed as Health Rosetta certified advisor at Merit Benefits SW
Mitch Laughton,The Laughton Company,https://directory.healthrosetta.org/directory/mitch_laughton,health_rosetta_directory,Listed as Health Rosetta certified advisor at The Laughton Company (eponymous firm)
Heather LaValle-Tumbleson,Athena Resource,https://directory.healthrosetta.org/directory/heather_lavalle-tumbleson,health_rosetta_directory,Listed as Health Rosetta certified advisor at Athena Resource
Austin Layne,beni.fit,https://directory.healthrosetta.org/directory/charles_layne,health_rosetta_directory,Listed as Health Rosetta certified advisor at beni.fit
Nick Lease,Next Gen Benefits Solutions,https://directory.healthrosetta.org/directory/nick_lease,health_rosetta_directory,Listed as Health Rosetta certified advisor at Next Gen Benefits Solutions
Drew Leatherberry,Avergent,https://directory.healthrosetta.org/directory/drew_leatherberry,health_rosetta_directory,Listed as Health Rosetta certified advisor at Avergent
Ed Lee,ELT Insurance Services,https://directory.healthrosetta.org/directory/ed_lee,health_rosetta_directory,Listed as Health Rosetta certified advisor at ELT Insurance Services
Taylor Lindsey,Employee Benefit Consultants,https://directory.healthrosetta.org/directory/taylor_lindsey,health_rosetta_directory,Listed as Health Rosetta certified advisor at Employee Benefit Consultants
Laurie MacDonald,MacDonald Consultants,https://directory.healthrosetta.org/directory/laurie__macdonald,health_rosetta_directory,Listed as Health Rosetta certified advisor at MacDonald Consultants (eponymous firm)
Aaron Marinelli,Magis Advisory Group,https://directory.healthrosetta.org/directory/aaron_marinelli,health_rosetta_directory,Listed as Health Rosetta certified advisor at Magis Advisory Group
Vince Marinelli,Haverton Consulting,https://directory.healthrosetta.org/directory/vincent_marinelli,health_rosetta_directory,Listed as Health Rosetta certified advisor at Haverton Consulting
Joe May,"Gilroy, Kernan and Gilroy",https://directory.healthrosetta.org/directory/joe_may,health_rosetta_directory,"Listed as Health Rosetta certified advisor at Gilroy, Kernan and Gilroy"
Dawn Mazzola,Kapnick Insurance,https://directory.healthrosetta.org/directory/dawn_mazzola,health_rosetta_directory,Listed as Health Rosetta certified advisor at Kapnick Insurance
Tony McCormack,CAI Insurance Agency,https://directory.healthrosetta.org/directory/anthony_mccormack,health_rosetta_directory,Listed as Health Rosetta certified advisor at CAI Insurance Agency
Keith McNeil,Arrow Benefits Group,https://directory.healthrosetta.org/directory/keith_mcneil,health_rosetta_directory,Listed as Health Rosetta certified advisor at Arrow Benefits Group
Rachel Means,Employee Benefits Consulting (EBC),https://directory.healthrosetta.org/directory/rachel_means,health_rosetta_directory,Listed as Health Rosetta certified advisor at Employee Benefits Consulting (EBC)
Griffin Meredith,Commonwealth Insurance Partners,https://directory.healthrosetta.org/directory/griffin_meredith,health_rosetta_directory,Listed as Health Rosetta certified advisor at Commonwealth Insurance Partners
Steve Miller,Kapnick Insurance,https://directory.healthrosetta.org/directory/steven_miller,health_rosetta_directory,Listed as Health Rosetta certified advisor at Kapnick Insurance
Diana Miller,Conner Insurance,https://directory.healthrosetta.org/directory/diana_miller,health_rosetta_directory,Listed as Health Rosetta certified advisor at Conner Insurance
Brandon Mills,SIA Group (Solution),https://directory.healthrosetta.org/directory/brandon_mills,health_rosetta_directory,Listed as Health Rosetta certified advisor at SIA Group
Jared Mongold,Insurance Office of America (IOAUSA),https://directory.healthrosetta.org/directory/jared_mongold,health_rosetta_directory,Listed as Health Rosetta certified advisor at Insurance Office of America
James Nelson,Imagine Benefits Consulting,https://directory.healthrosetta.org/directory/james_nelson,health_rosetta_directory,Listed as Health Rosetta certified advisor at Imagine Benefits Consulting
Brian Orsinger,McConkey Insurance & Benefits,https://directory.healthrosetta.org/directory/brian_orsinger,health_rosetta_directory,Listed as Health Rosetta certified advisor at McConkey Insurance & Benefits
Mike Otis,Palomar,https://directory.healthrosetta.org/directory/mike_otis,health_rosetta_directory,Listed as Health Rosetta certified advisor at Palomar
Steve Parsons,Parsons Risk Strategies,https://directory.healthrosetta.org/directory/steven_parsons,health_rosetta_directory,Listed as Health Rosetta certified advisor at Parsons Risk Strategies (eponymous firm)
Jennifer Pender,Oakbridge Insurance,https://directory.healthrosetta.org/directory/jennifer_pender,health_rosetta_directory,Listed as Health Rosetta certified advisor at Oakbridge Insurance
Bryan Perry,Five|50 Advisory,https://directory.healthrosetta.org/directory/bryan_perry,health_rosetta_directory,Listed as Health Rosetta certified advisor at Five|50 Advisory
Brian Reilly,Centric Benefits Consulting,https://directory.healthrosetta.org/directory/brian_reilly,health_rosetta_directory,Listed as Health Rosetta certified advisor at Centric Benefits Consulting
Rhett Robbins,Butler Benefit Group,https://directory.healthrosetta.org/directory/rhett_robbins,health_rosetta_directory,Listed as Health Rosetta certified advisor at Butler Benefit Group
Andrew Roberts,AMR Benefits Management,https://directory.healthrosetta.org/directory/andrew_roberts,health_rosetta_directory,Listed as Health Rosetta certified advisor at AMR Benefits Management
Kristine Scheer,K2 Strategic,https://directory.healthrosetta.org/directory/kristine_m_scheer,health_rosetta_directory,Listed as Health Rosetta certified advisor at K2 Strategic
Kevin Schlotman,(Not specified),https://directory.healthrosetta.org/directory/kevin_schlotman,health_rosetta_directory,Listed as Health Rosetta certified advisor (firm not specified in directory)
Randy Schroeder,The VantagePoint Group,https://directory.healthrosetta.org/directory/randall_schroeder,health_rosetta_directory,Listed as Health Rosetta certified advisor at The VantagePoint Group
Pete Scruggs,Golsan Scruggs,https://directory.healthrosetta.org/directory/pete_scruggs,health_rosetta_directory,Listed as Health Rosetta certified advisor at Golsan Scruggs (eponymous firm)
Michael Smith,Butler Benefits & Consulting,https://directory.healthrosetta.org/directory/michael_smith,health_rosetta_directory,Listed as Health Rosetta certified advisor at Butler Benefits & Consulting
Clint Spaeth,"Integrity Lifestyle Benefits, LLC",https://directory.healthrosetta.org/directory/clint_spaeth,health_rosetta_directory,"Listed as Health Rosetta certified advisor at Integrity Lifestyle Benefits, LLC"
Ryan Spencer,Conner Insurance,https://directory.healthrosetta.org/directory/ryan__spencer_2,health_rosetta_directory,Listed as Health Rosetta certified advisor at Conner Insurance
Scott Sterling,"Big Oak Benefit Advisors, LLC",https://directory.healthrosetta.org/directory/scott_sterling,health_rosetta_directory,"Listed as Health Rosetta certified advisor at Big Oak Benefit Advisors, LLC"
Frank Stichter,IEN Risk Management,https://directory.healthrosetta.org/directory/frank_stichter,health_rosetta_directory,Listed as Health Rosetta certified advisor at IEN Risk Management
Jason Swindle,TIG Advisors,https://directory.healthrosetta.org/directory/jason_swindle,health_rosetta_directory,Listed as Health Rosetta certified advisor at TIG Advisors
Chris Szem,"Benecept Consultants, Inc.",https://directory.healthrosetta.org/directory/christopher_szem,health_rosetta_directory,"Listed as Health Rosetta certified advisor at Benecept Consultants, Inc."
Tommy Taylor,Higginbotham Insurance Agency,https://directory.healthrosetta.org/directory/tommy_taylor,health_rosetta_directory,Listed as Health Rosetta certified advisor at Higginbotham Insurance Agency
Justin Thomas,Honey Benefits,https://directory.healthrosetta.org/directory/justin_thomas,health_rosetta_directory,Listed as Health Rosetta certified advisor at Honey Benefits
Brent Tregaskes,Optimal Benefits Professionals,https://directory.healthrosetta.org/directory/brent_tregaskes,health_rosetta_directory,Listed as Health Rosetta certified advisor at Optimal Benefits Professionals
Jim Tune,Health Cooperative of Missouri,https://directory.healthrosetta.org/directory/jim_tune,health_rosetta_directory,Listed as Health Rosetta certified advisor at Health Cooperative of Missouri
Tori Turner,Higginbotham Insurance Agency,https://directory.healthrosetta.org/directory/tori_turner,health_rosetta_directory,Listed as Health Rosetta certified advisor at Higginbotham Insurance Agency
Christy Vago,Vago Insurance Agency,https://directory.healthrosetta.org/directory/christine_vago,health_rosetta_directory,Listed as Health Rosetta certified advisor at Vago Insurance Agency (eponymous firm)
Guy Vahle,Conner Insurance,https://directory.healthrosetta.org/directory/guy_vahle,health_rosetta_directory,Listed as Health Rosetta certified advisor at Conner Insurance
Doug Vandenberg,"Vieve Group, LLC",https://directory.healthrosetta.org/directory/doug_vandenberg,health_rosetta_directory,"Listed as Health Rosetta certified advisor at Vieve Group, LLC"
Patrick Van Pelt,"The Mid-Continent Companies, Ltd",https://directory.healthrosetta.org/directory/patrick_van_pelt,health_rosetta_directory,"Listed as Health Rosetta certified advisor at The Mid-Continent Companies, Ltd"
Erik Walter,BCF Group,https://directory.healthrosetta.org/directory/erik_walter,health_rosetta_directory,Listed as Health Rosetta certified advisor at BCF Group
Alan Wang,UBF,https://directory.healthrosetta.org/directory/alan_wang,health_rosetta_directory,Listed as Health Rosetta certified advisor at UBF
Carol Welch,"Stumm Insurance, LLC",https://directory.healthrosetta.org/directory/carol_welch,health_rosetta_directory,"Listed as Health Rosetta certified advisor at Stumm Insurance, LLC"
Renee Wenzler,Higginbotham Insurance Agency,https://directory.healthrosetta.org/directory/renee_wenzler,health_rosetta_directory,Listed as Health Rosetta certified advisor at Higginbotham Insurance Agency
Julie Wilson,IMA,https://directory.healthrosetta.org/directory/julia_wilson,health_rosetta_directory,Listed as Health Rosetta certified advisor at IMA
John Woods,Insurance Navigators,https://directory.healthrosetta.org/directory/john_woods,health_rosetta_directory,Listed as Health Rosetta certified advisor at Insurance Navigators
John Woodworth,LD&B Insurance and Financial Services,https://directory.healthrosetta.org/directory/john_woodworth,health_rosetta_directory,Listed as Health Rosetta certified advisor at LD&B Insurance and Financial Services
Adam Zebian,Helix Insurance Advisors,https://directory.healthrosetta.org/directory/adam_zebian,health_rosetta_directory,Listed as Health Rosetta certified advisor at Helix Insurance Advisors
Eliezer Zupnick,Zupnick Associates Insurance Services,https://directory.healthrosetta.org/directory/eliezer__zupnick,health_rosetta_directory,Listed as Health Rosetta certified advisor at Zupnick Associates Insurance Services (eponymous firm)
